"ids","Period","GlobalID","GroupID","Choice","Round","Theta","x","session","Choicebayes","Choicebayesx"
101011,44,1,1,0,1,221.044948100336,228.003400275903,101,0,0
101011,45,1,1,0,1,218.821102063724,250.471822366043,101,0,0
101011,46,1,1,0,1,214.940158296632,268.221359015537,101,0,0
101011,47,1,1,0,1,218.087591560854,221.380418916459,101,0,0
101011,48,1,1,0,1,215.062851915947,167.844647370148,101,0,0
101011,49,1,1,1,1,222.458844041486,223.763533334049,101,0,0
101011,50,1,1,1,1,218.123679423275,220.858220808687,101,0,0
101011,51,1,1,1,1,205.865193203637,236.241351121659,101,0,0
101011,52,1,1,0,1,197.179775778592,205.2275462481,101,0,0
101011,53,1,1,0,1,193.176394738246,175.225874783602,101,0,0
101011,54,1,1,0,1,194.713777058443,213.061887063829,101,0,0
101011,55,1,1,0,1,198.504693745851,168.727559334419,101,0,0
101011,56,1,1,0,1,200.406157205813,196.656328918631,101,0,0
101011,57,1,1,0,1,206.425762724807,236.47595642946,101,0,0
101011,58,1,1,0,1,202.323402292772,202.577840865707,101,0,0
101011,59,1,1,0,1,209.565248936092,222.529306707348,101,0,0
101011,60,1,1,0,1,201.854280545021,239.883149441255,101,0,0
101011,61,1,1,0,1,183.770547881818,157.092532427254,101,0,0
101011,62,1,1,1,1,186.07058872451,179.519927188186,101,0,0
101011,63,1,1,1,1,181.597263167837,137.602951746381,101,0,0
101011,64,1,1,1,1,173.718910208559,219.313482721103,101,0,0
101011,65,1,1,1,1,172.256240390725,209.980672054253,101,0,0
101011,66,1,1,0,1,163.160081654534,139.049856582459,101,0,0
101011,67,1,1,0,1,167.485377066107,114.58483173895,101,0,0
101011,68,1,1,1,1,166.806236145538,185.217486031545,101,1,0
101011,69,1,1,1,1,168.973108993889,135.823159720379,101,1,1
101011,70,1,1,1,1,168.822371476314,224.638953242824,101,1,0
101011,71,1,1,1,1,174.889623990838,126.111622788222,101,1,0
101011,72,1,1,0,1,177.02872357945,192.844640213773,101,1,0
101011,73,1,1,0,1,172.288691782018,199.894043864989,101,1,1
101011,74,1,1,0,1,177.856006626505,169.557235649058,101,1,0
101011,75,1,1,0,1,176.444897513329,254.96330177884,101,1,0
101011,76,1,1,0,1,179.496306794878,183.27987381502,101,1,0
101011,77,1,1,0,1,172.759846847094,237.029053720555,101,1,0
101011,78,1,1,0,1,185.387977147219,168.592583958783,101,1,0
101011,79,1,1,0,1,182.152947035433,136.804130249659,101,1,0
101011,80,1,1,0,1,199.176179095582,234.082254024612,101,1,0
101012,1,2,2,0,1,200,179.67466030401,101,0,0
101012,2,2,2,0,1,199.955186952979,179.302481259213,101,0,0
101012,3,2,2,0,1,199.158542445736,177.884848707651,101,0,0
101012,4,2,2,0,1,200.156860710962,207.569865859713,101,0,0
101012,5,2,2,0,1,204.071069693711,171.984497714472,101,0,0
101012,6,2,2,0,1,202.314304311915,260.916757020039,101,0,0
101012,7,2,2,0,1,206.206430533356,172.646905767761,101,0,0
101012,8,2,2,0,1,212.962048508055,258.442654919525,101,0,1
101012,9,2,2,0,1,212.156036666136,196.118707839803,101,0,0
101012,10,2,2,0,1,225.831208157176,196.523601049375,101,0,1
101012,11,2,2,0,1,226.349834152636,257.856726485607,101,0,0
101012,12,2,2,0,1,226.95450062575,197.734919477201,101,0,0
101012,13,2,2,0,1,219.947214388411,198.305211502301,101,0,0
101012,14,2,2,0,1,212.7374349171,209.178539367598,101,0,0
101012,15,2,2,0,1,210.343241321493,163.360511096105,101,0,0
101012,16,2,2,0,1,210.677699119807,174.495770711743,101,0,0
101012,17,2,2,0,1,201.276728021308,182.494256714037,101,0,0
101012,18,2,2,0,1,215.748138715816,135.057210075571,101,0,0
101012,19,2,2,1,1,209.558663426646,253.662873252104,101,0,0
101012,20,2,2,1,1,198.579027720598,221.945885360816,101,0,0
101012,21,2,2,1,1,196.922178843655,242.679252947316,101,0,0
101012,22,2,2,1,1,185.647454809477,167.119262055292,101,0,0
101012,23,2,2,0,1,185.325626653646,150.13385027378,101,0,0
101012,24,2,2,0,1,184.361620643875,220.618462659666,101,0,0
101012,25,2,2,0,1,190.004982475356,200.10086427198,101,0,0
101012,26,2,2,0,1,185.817139866808,172.98820265067,101,0,0
101012,27,2,2,1,1,179.696856847645,197.370098853891,101,0,0
101012,28,2,2,1,1,182.02848388379,140.517651000563,101,0,0
101012,29,2,2,1,1,178.551275958879,156.607742065878,101,0,0
101012,30,2,2,1,1,176.827104376344,186.909257884311,101,1,0
101012,31,2,2,0,1,174.674022567382,181.405283116478,101,1,0
101012,32,2,2,0,1,174.166285491801,183.895100244187,101,1,0
101012,33,2,2,0,1,170.724642026779,213.257645896516,101,1,0
101012,34,2,2,0,1,164.461033914297,191.31071824352,101,1,0
101012,35,2,2,0,1,162.987424088291,189.477816366497,101,1,0
101012,36,2,2,0,1,155.341001137339,192.114620493452,101,1,0
101012,37,2,2,0,1,157.348866844422,120.623498124644,101,1,0
101012,38,2,2,0,1,154.671711472207,143.269525905201,101,1,1
101012,39,2,2,0,1,153.287155414827,136.016390684942,101,1,1
101012,40,2,2,1,1,154.200727653229,180.011794287594,101,0,1
101012,41,2,2,1,1,151.140521500304,190.047992554981,101,1,1
101012,42,2,2,1,1,147.739924478932,148.694002361981,101,1,1
101012,43,2,2,1,1,153.757031426366,207.8851659621,101,1,1
101012,44,2,2,1,1,147.787067540599,136.248137000692,101,1,1
101012,45,2,2,0,1,157.72772482497,166.941938235342,101,0,1
101012,46,2,2,0,1,158.590010056283,166.511629941658,101,1,1
101012,47,2,2,0,1,161.865973233111,131.144858550689,101,1,1
101012,48,2,2,1,1,158.844106815973,179.450222884822,101,1,1
101012,49,2,2,1,1,165.407223655325,200.397465632649,101,1,1
101012,50,2,2,1,1,171.235476017162,177.112116665324,101,1,1
101012,51,2,2,0,1,178.50649099858,155.775706920193,101,1,1
101012,52,2,2,1,1,173.824043375264,174.794642911557,101,1,1
101012,53,2,2,1,1,181.409238986934,175.644513834768,101,1,1
101012,54,2,2,1,1,184.795731358451,190.113354688605,101,1,1
101012,55,2,2,0,1,194.544433616779,194.384560571814,101,1,1
101012,56,2,2,0,1,198.502256289644,224.057351075135,101,1,1
101012,57,2,2,0,1,196.388963944874,212.835503793103,101,1,1
101012,58,2,2,0,1,202.385437053591,149.661182009214,101,1,1
101012,59,2,2,1,1,201.225314107811,190.82064413747,101,1,1
101012,60,2,2,1,1,197.764081718811,172.614467522284,101,0,1
101012,61,2,2,1,1,204.666191393631,189.797702288385,101,1,1
101012,62,2,2,0,1,207.017914601437,210.963913107618,101,1,1
101012,63,2,2,0,1,199.912997783881,247.405499780445,101,1,1
101012,64,2,2,0,1,199.479148383345,211.685859876568,101,1,1
101012,65,2,2,0,1,200.384466347216,183.829498429469,101,1,1
101012,66,2,2,0,1,200.710223729448,219.703001320056,101,1,1
101012,67,2,2,0,1,198.362040005577,177.91795899314,101,1,1
101012,68,2,2,0,1,202.911777008172,210.292805781372,101,1,1
101012,69,2,2,0,1,203.453852606049,183.567713499695,101,1,1
101012,70,2,2,0,1,196.168869431179,211.608117277612,101,1,1
101012,71,2,2,0,1,199.433271494284,210.861967500942,101,1,1
101012,72,2,2,0,1,205.747330158413,224.396125125327,101,1,1
101012,73,2,2,0,1,212.322141456809,211.73899470651,101,0,1
101012,74,2,2,0,1,218.945188387121,202.842469562307,101,0,1
101012,75,2,2,0,1,222.06130965186,215.707182317171,101,0,1
101012,76,2,2,0,1,220.107247178923,208.507167606045,101,0,1
101012,77,2,2,0,1,221.584825633088,244.334906154512,101,0,1
101012,78,2,2,0,1,219.177325192869,177.659600356476,101,0,1
101012,79,2,2,0,1,214.887287981886,247.407186002728,101,0,1
101012,80,2,2,0,1,212.55111283261,206.877967494455,101,0,1
101013,1,3,3,0,1,200,187.363327033805,101,0,0
101013,2,3,3,0,1,194.912278697429,220.601279141588,101,0,0
101013,3,3,3,0,1,197.489059315837,156.62799618248,101,0,0
101013,4,3,3,0,1,203.028657202816,178.949568474265,101,0,0
101013,5,3,3,1,1,208.336915298315,245.809286702772,101,0,0
101013,6,3,3,0,1,210.062329985053,185.883411564156,101,0,0
101013,7,3,3,0,1,203.293324196376,239.533895185955,101,0,0
101013,8,3,3,0,1,199.886812208722,188.563703912095,101,0,0
101013,9,3,3,1,1,197.183068111956,201.932554820947,101,0,0
101013,10,3,3,0,1,202.959700821994,174.029211291551,101,0,0
101013,11,3,3,1,1,201.277239782986,209.116412748944,101,0,0
101013,12,3,3,1,1,200.357425365671,186.669991036043,101,0,0
101013,13,3,3,0,1,210.012934947269,201.382025804586,101,0,0
101013,14,3,3,0,1,200.115961685745,155.735595135756,101,0,0
101013,15,3,3,0,1,198.857894315017,177.972094569975,101,0,0
101013,16,3,3,0,1,202.268481004693,173.625246861732,101,0,0
101013,17,3,3,1,1,191.457179201387,204.418074086972,101,0,0
101013,18,3,3,0,1,182.773794479251,176.11981818854,101,0,0
101013,19,3,3,0,1,192.382720313799,182.372297326858,101,0,0
101013,20,3,3,1,1,195.70147324636,224.103339088845,101,0,0
101013,21,3,3,1,1,197.009391752076,195.687937756117,101,0,0
101013,22,3,3,0,1,195.032667101171,214.27298856004,101,0,0
101013,23,3,3,0,1,197.242722916791,174.742007613429,101,0,0
101013,24,3,3,0,1,187.401253242063,197.445240908957,101,0,0
101013,25,3,3,1,1,183.387435503426,206.04742074784,101,0,0
101013,26,3,3,0,1,186.749260398629,241.125985480906,101,0,0
101013,27,3,3,1,1,186.177063682969,206.959898948896,101,0,0
101013,28,3,3,0,1,191.067737844905,213.193909832491,101,0,0
101013,29,3,3,1,1,193.941112353497,200.268104874974,101,0,0
101013,30,3,3,0,1,186.494151616626,227.890921007521,101,0,0
101013,31,3,3,1,1,191.008636432306,170.747711328351,101,0,0
101013,32,3,3,0,1,199.092793399238,190.217377460469,101,0,0
101013,33,3,3,1,1,191.665166166689,186.412938995448,101,0,0
101013,34,3,3,0,1,191.911196285454,235.810680856269,101,0,0
101013,35,3,3,1,1,196.285547352874,132.639126746329,101,0,0
101013,36,3,3,0,1,197.172014655376,249.618350541047,101,0,0
101013,37,3,3,1,1,204.346317741126,217.365255051082,101,0,0
101013,38,3,3,0,1,205.631556925803,221.474155049358,101,0,0
101013,39,3,3,1,1,194.841400429338,205.536393318612,101,0,0
101013,40,3,3,0,1,193.751998807692,238.591975089104,101,0,0
101013,41,3,3,1,1,191.038257700002,181.962008158864,101,0,0
101013,42,3,3,0,1,192.164168148832,159.038533631375,101,0,0
101013,43,3,3,1,1,188.373408258469,250.24458753813,101,0,0
101013,44,3,3,0,1,180.597103978586,171.058213575982,101,0,0
101013,45,3,3,1,1,185.325998419683,206.380998616194,101,0,0
101013,46,3,3,0,1,177.649627605997,157.287710613597,101,0,0
101013,47,3,3,1,1,169.942352569352,233.479684643878,101,0,0
101013,48,3,3,1,1,183.786124894079,180.944374240732,101,0,0
101013,49,3,3,0,1,178.421671626206,190.938598402658,101,0,0
101013,50,3,3,0,1,182.884368598963,156.872507063055,101,0,0
101013,51,3,3,0,1,185.379060158484,115.332649634443,101,0,0
101013,52,3,3,1,1,189.48921234937,189.723946644293,101,1,0
101013,53,3,3,1,1,181.475923048041,181.484381841286,101,1,0
101013,54,3,3,1,1,175.86629875483,162.584265265854,101,1,0
101013,55,3,3,0,1,175.809996033794,129.680100987207,101,1,0
101013,56,3,3,1,1,171.350030903914,148.338824747292,101,1,1
101013,57,3,3,1,1,175.820889427707,177.605550700951,101,1,1
101013,58,3,3,1,1,179.49164162098,158.626775602956,101,1,1
101013,59,3,3,1,1,181.049719811434,244.00436925248,101,1,1
101013,60,3,3,0,1,182.046263916016,250.699669107174,101,1,1
101013,61,3,3,1,1,169.95720306418,150.258329192645,101,1,1
101013,62,3,3,0,1,172.405620220285,194.730874257242,101,1,1
101013,63,3,3,1,1,184.191071090204,163.672025198128,101,1,1
101013,64,3,3,0,1,174.045367199199,174.546213407046,101,1,1
101013,65,3,3,1,1,163.829477215145,160.317570601017,101,1,1
101013,66,3,3,0,1,161.386717156949,186.390493347226,101,1,1
101013,67,3,3,1,1,167.784222290075,201.558258393969,101,1,1
101013,68,3,3,1,1,176.823480961323,180.501886189477,101,1,1
101013,69,3,3,0,1,186.019202855599,156.43836830036,101,0,1
101013,70,3,3,1,1,181.010056701951,203.687396408014,101,1,1
101013,71,3,3,1,1,176.864076132579,139.334716741552,101,1,1
101013,72,3,3,0,1,187.209398647927,199.447939296646,101,1,1
101013,73,3,3,0,1,189.332487689697,188.509116335563,101,1,1
101013,74,3,3,1,1,193.040158981518,225.329454261877,101,1,1
101013,75,3,3,0,1,197.73105519979,202.076278526477,101,1,1
101013,76,3,3,0,1,188.095406800266,193.626585274228,101,1,1
101013,77,3,3,1,1,181.041243504382,165.495258425159,101,1,1
101013,78,3,3,0,1,175.004496072768,133.023547130496,101,1,1
101013,79,3,3,0,1,187.127696932228,193.692997299559,101,1,1
101013,80,3,3,1,1,197.019874230546,214.52530206855,101,1,1
101014,1,4,4,0,1,200,189.109309384363,101,0,0
101014,2,4,4,0,1,197.789107395228,169.73471086827,101,0,0
101014,3,4,4,0,1,196.215916755009,142.69889599183,101,0,0
101014,4,4,4,1,1,190.873363944283,171.071580426565,101,1,0
101014,5,4,4,1,1,194.801518010767,184.324380605518,101,1,0
101014,6,4,4,1,1,194.560250236567,173.92627191828,101,1,1
101014,7,4,4,0,1,199.181605090834,201.399209858129,101,1,1
101014,8,4,4,0,1,207.061889294658,256.502266658121,101,1,1
101014,9,4,4,0,1,206.65760323178,175.072296449286,101,1,1
101014,10,4,4,0,1,207.652205290404,206.269677757103,101,1,1
101014,11,4,4,0,1,203.607237270891,251.563350724043,101,1,1
101014,12,4,4,0,1,206.581273125304,205.106908595267,101,1,1
101014,13,4,4,0,1,206.419797700801,167.299197582397,101,1,1
101014,14,4,4,0,1,198.848953356661,223.016658510782,101,1,1
101014,15,4,4,0,1,204.848368366443,193.225366134022,101,1,1
101014,16,4,4,0,1,201.992472342698,188.174302563373,101,1,0
101014,17,4,4,0,1,196.744893861454,158.150237009911,101,1,0
101014,18,4,4,1,1,202.941152710708,174.834835751507,101,1,0
101014,19,4,4,1,1,198.792578888561,235.203200900493,101,1,1
101014,20,4,4,1,1,203.854081371341,208.080642560442,101,1,1
101014,21,4,4,0,1,207.680590873923,211.170874016958,101,1,1
101014,22,4,4,0,1,210.205174717978,208.456069811299,101,0,1
101014,23,4,4,0,1,211.400910399671,228.106225612003,101,0,1
101014,24,4,4,0,1,219.409562554961,229.340899726764,101,0,1
101014,25,4,4,0,1,212.972805478283,165.908378073907,101,0,1
101014,26,4,4,1,1,207.469525641043,233.421128170135,101,0,1
101014,27,4,4,0,1,216.327302619493,189.348551785898,101,0,0
101014,28,4,4,0,1,211.9272777459,187.506196971584,101,0,0
101014,29,4,4,0,1,202.866567563774,222.611853707303,101,0,0
101014,30,4,4,0,1,204.718816196427,241.572432077474,101,0,0
101014,31,4,4,0,1,211.237123172811,267.387290575269,101,0,0
101014,32,4,4,0,1,211.747901738644,176.840832544189,101,0,0
101014,33,4,4,0,1,209.217875005502,217.492930053127,101,0,0
101014,34,4,4,0,1,211.84454242084,218.084778257245,101,0,0
101014,35,4,4,0,1,209.515411358966,201.890087182686,101,0,0
101014,36,4,4,0,1,209.021528585894,184.637302474073,101,0,0
101014,37,4,4,0,1,201.283997011076,210.704135663808,101,0,0
101014,38,4,4,0,1,203.659321882377,251.41960795014,101,0,0
101014,39,4,4,0,1,203.495207825498,215.50955470712,101,0,0
101014,40,4,4,0,1,208.425547656744,180.584055047034,101,0,0
101014,41,4,4,1,1,204.901383545251,162.209313784685,101,0,0
101014,42,4,4,1,1,209.975973605693,238.445645846126,101,0,0
101014,43,4,4,0,1,207.97828651385,280.104656870178,101,0,0
101014,44,4,4,0,1,207.934450353991,170.483521529404,101,0,0
101014,45,4,4,0,1,206.06984757055,213.829708701047,101,0,0
101014,46,4,4,0,1,205.669284322485,168.458595106584,101,0,0
101014,47,4,4,0,1,203.291247234098,177.103884720354,101,0,0
101014,48,4,4,0,1,211.104985178952,223.19151944061,101,0,0
101014,49,4,4,0,1,212.270871852781,136.067165500047,101,0,0
101014,50,4,4,0,1,203.95478494258,156.34036864545,101,0,0
101014,51,4,4,0,1,201.099910823048,213.78861953538,101,0,0
101014,52,4,4,0,1,206.671659179226,192.047040275416,101,0,0
101014,53,4,4,0,1,197.981851846677,159.50457592769,101,0,0
101014,54,4,4,1,1,190.504617545431,191.026532841992,101,0,0
101014,55,4,4,1,1,189.857018743163,168.293582896499,101,0,0
101014,56,4,4,1,1,196.909775771662,231.583055763556,101,0,0
101014,57,4,4,1,1,191.961129554816,136.123265634066,101,0,0
101014,58,4,4,1,1,186.659898252278,260.659554138832,101,1,0
101014,59,4,4,0,1,187.391121604214,178.825070201294,101,1,0
101014,60,4,4,0,1,184.506713165401,226.655026976013,101,1,0
101014,61,4,4,0,1,195.116531145909,170.045175971028,101,1,0
101014,62,4,4,0,1,197.45034677475,185.869154732183,101,0,0
101014,63,4,4,0,1,187.585060697989,214.713373621761,101,0,0
101014,64,4,4,0,1,181.732264905663,216.137890554304,101,0,0
101014,65,4,4,0,1,184.085221118992,175.754949663688,101,0,0
101014,66,4,4,0,1,182.530670752998,207.65001174811,101,0,0
101014,67,4,4,1,1,188.586531514569,173.06970279963,101,0,0
101014,68,4,4,1,1,183.333648228557,177.535412906736,101,0,0
101014,69,4,4,0,1,183.310220092776,189.404280712063,101,0,0
101014,70,4,4,0,1,179.831051334015,162.249032932259,101,0,0
101014,71,4,4,0,1,167.566368637168,180.080333797194,101,0,0
101014,72,4,4,0,1,169.271428328732,119.815851321593,101,0,0
101014,73,4,4,0,1,168.61587962101,153.90741316467,101,1,0
101014,74,4,4,0,1,175.757397553481,140.277828972667,101,1,1
101014,75,4,4,1,1,177.135902968334,159.544102836301,101,1,1
101014,76,4,4,1,1,172.087671268732,116.44538474587,101,1,1
101014,77,4,4,1,1,172.079700162051,240.488472250544,101,1,0
101014,78,4,4,1,1,177.051370397755,148.548231923044,101,1,0
101014,79,4,4,1,1,186.774358776381,176.311699060685,101,1,0
101014,80,4,4,1,1,185.541205733907,223.536242962513,101,1,0
101015,1,5,5,0,1,200,186.488194125139,101,0,0
101015,2,5,5,0,1,194.954857419885,206.756137896743,101,0,0
101015,3,5,5,0,1,189.895136196065,193.415604644865,101,0,0
101015,4,5,5,0,1,183.103468570774,182.205850770111,101,0,0
101015,5,5,5,0,1,174.353173484656,141.831638985871,101,0,0
101015,6,5,5,1,1,171.372773466184,161.476921744726,101,0,0
101015,7,5,5,1,1,161.897977109013,138.972194198766,101,1,1
101015,8,5,5,1,1,172.268897171205,199.94206927956,101,1,1
101015,9,5,5,1,1,170.061371608494,113.322446628286,101,1,1
101015,10,5,5,1,1,162.706650673245,183.000007952092,101,1,1
101015,11,5,5,0,1,165.640810980488,158.539631406727,101,1,1
101015,12,5,5,0,1,153.929727904352,219.718676695952,101,1,1
101015,13,5,5,0,1,155.762800888518,135.147211065845,101,1,1
101015,14,5,5,1,1,148.502531427662,153.277917021944,101,1,1
101015,15,5,5,1,1,146.09000994131,159.467279514979,101,1,1
101015,16,5,5,1,1,149.942676289478,167.489866622286,101,1,1
101015,17,5,5,1,1,151.418866147142,150.949507898154,101,0,1
101015,18,5,5,1,1,154.759943605929,169.497562665809,101,1,1
101015,19,5,5,0,1,165.052833514042,194.095523127166,101,1,1
101015,20,5,5,0,1,178.321641177833,152.581736975657,101,1,1
101015,21,5,5,0,1,184.081828613114,216.727097036936,101,1,1
101015,22,5,5,0,1,185.34927028395,181.018534439834,101,1,1
101015,23,5,5,0,1,178.030225592611,241.03489845479,101,1,1
101015,24,5,5,0,1,187.258330235244,175.519748560874,101,1,1
101015,25,5,5,0,1,187.842687909573,215.41379932278,101,1,1
101015,26,5,5,0,1,198.545588281028,205.583351261712,101,1,1
101015,27,5,5,0,1,199.15016619643,140.402358830411,101,1,1
101015,28,5,5,0,1,196.582148167891,179.388714816258,101,1,1
101015,29,5,5,0,1,199.293701157972,225.783395233559,101,1,1
101015,30,5,5,0,1,195.9494505613,211.484993107047,101,1,1
101015,31,5,5,0,1,205.172720321621,199.336098147642,101,1,1
101015,32,5,5,0,1,193.543385566201,237.175716021504,101,1,1
101015,33,5,5,0,1,193.760219356729,241.70915607935,101,1,1
101015,34,5,5,0,1,179.91011313764,186.458220005152,101,1,1
101015,35,5,5,0,1,179.365942653612,191.835198633964,101,1,1
101015,36,5,5,0,1,187.867110479313,233.011028526032,101,1,1
101015,37,5,5,0,1,192.478477177395,219.954169439548,101,1,1
101015,38,5,5,0,1,191.140745457632,234.16015767999,101,1,1
101015,39,5,5,0,1,189.817712739192,160.754242523529,101,1,1
101015,40,5,5,1,1,191.651500224005,173.569185108934,101,1,1
101015,41,5,5,1,1,196.905417223469,230.99054356944,101,1,1
101015,42,5,5,1,1,197.57899255626,160.654940096343,101,1,1
101015,43,5,5,0,1,201.310683799595,202.333311053608,101,0,1
101015,44,5,5,0,1,195.32226961182,149.240112240927,101,0,1
101015,45,5,5,0,1,204.180404040523,214.203337905477,101,1,1
101015,46,5,5,0,1,194.703512842056,204.29357064539,101,1,1
101015,47,5,5,0,1,199.368809896443,152.774554236514,101,1,1
101015,48,5,5,1,1,192.089166692503,227.559068952792,101,1,1
101015,49,5,5,1,1,182.521259822443,248.295189699993,101,1,1
101015,50,5,5,1,1,193.689341825898,177.049714482759,101,1,1
101015,51,5,5,1,1,188.000178636649,198.820100272944,101,1,1
101015,52,5,5,1,1,175.059074595719,255.661592140915,101,1,1
101015,53,5,5,0,1,181.777902493665,154.600360936532,101,1,1
101015,54,5,5,0,1,166.466337184124,195.034380495845,101,1,1
101015,55,5,5,0,1,170.510249873096,141.94022613085,101,1,1
101015,56,5,5,0,1,168.576511966474,192.294772770383,101,1,1
101015,57,5,5,0,1,177.415297196104,207.823261928175,101,1,1
101015,58,5,5,0,1,187.178621172718,218.353271477525,101,1,1
101015,59,5,5,0,1,205.170524638151,159.893924501332,101,1,1
101015,60,5,5,1,1,204.515909090771,210.373817526456,101,0,1
101015,61,5,5,1,1,203.782838095628,157.146062190913,101,0,1
101015,62,5,5,0,1,200.923268179668,249.006716370633,101,1,1
101015,63,5,5,1,1,194.143507971553,216.827823199941,101,1,1
101015,64,5,5,1,1,202.170727023191,188.278766235852,101,1,1
101015,65,5,5,1,1,201.597879583839,247.114863533775,101,0,1
101015,66,5,5,0,1,202.240424525944,197.827419144981,101,0,1
101015,67,5,5,0,1,208.426825753178,212.124156556699,101,0,1
101015,68,5,5,0,1,208.789437267439,208.321336323121,101,0,1
101015,69,5,5,0,1,206.562376539803,188.348356919882,101,0,1
101015,70,5,5,1,1,212.096715758886,234.203192323103,101,0,1
101015,71,5,5,1,1,212.728782346228,140.802084933607,101,0,1
101015,72,5,5,1,1,208.823156594248,270.306606294149,101,0,1
101015,73,5,5,0,1,214.983354282998,240.787771511144,101,0,1
101015,74,5,5,0,1,217.218129211098,208.874093919444,101,0,1
101015,75,5,5,0,1,224.334832717747,203.444440289087,101,0,1
101015,76,5,5,0,1,231.962295533521,236.319256943137,101,0,1
101015,77,5,5,0,1,239.960905544372,228.946474496501,101,0,1
101015,78,5,5,0,1,247.494392441652,234.775427700061,101,0,1
101015,79,5,5,0,1,242.939779455855,235.824297610897,101,0,1
101015,80,5,5,0,1,239.767638743134,250.410047795959,101,0,1
101016,1,6,6,0,1,200,205.003653253771,101,0,0
101016,2,6,6,0,1,193.755665535539,194.426752534289,101,0,0
101016,3,6,6,0,1,195.431979103521,209.411345888051,101,0,0
101016,4,6,6,0,1,192.886043605996,110.63277694816,101,0,0
101016,5,6,6,1,1,194.196812818219,209.690235380817,101,0,0
101016,6,6,6,0,1,196.91237987,190.822286983373,101,0,0
101016,7,6,6,0,1,200.10534889365,197.977505744027,101,0,1
101016,8,6,6,0,1,202.560770327621,171.932488935675,101,0,0
101016,9,6,6,1,1,215.291678978218,175.348339196357,101,0,0
101016,10,6,6,0,1,202.064936093477,249.571263307143,101,0,0
101016,11,6,6,0,1,201.64548914084,217.038563316207,101,0,0
101016,12,6,6,0,1,200.746220969686,143.673548758701,101,0,0
101016,13,6,6,1,1,203.278557372124,163.131074267859,101,0,0
101016,14,6,6,1,1,193.391125609842,165.507252478855,101,0,0
101016,15,6,6,0,1,198.83188196657,160.837816225546,101,1,1
101016,16,6,6,1,1,192.464818660016,201.616874019647,101,1,1
101016,17,6,6,0,1,191.137799390726,210.759540962408,101,1,1
101016,18,6,6,0,1,178.183806312603,231.547252100637,101,0,1
101016,19,6,6,0,1,181.682812942601,257.556683605398,101,0,1
101016,20,6,6,0,1,177.359836294392,193.774238473386,101,0,1
101016,21,6,6,0,1,187.673238521584,170.148626552792,101,0,1
101016,22,6,6,1,1,172.113319279363,135.462766313252,101,0,1
